Column1,Column2,Column3,Column4,Column5
2.0,0.5688364001740552,1.5622337801703319,0.5458429223967366,1.6282629071983443
2.0,2.4596223898321496,0.19410669514967246,2.4538534305380124,0.1999181189302945
3.0,0.21946539876772647,2.4902475040777787,0.20704421958331518,2.5780952833703186
3.0,0.893438085646536,0.6718016986857374,0.8919358945020837,0.6875497936018127
3.0,2.6081450977392255,0.09719478831021132,2.6071240925407637,0.09865353895810873
4.0,0.09190172425043192,3.4076211911353833,0.08435769983737362,3.5306853747343183
4.0,0.4596469138951366,1.2208096301767155,0.4555156342093308,1.2512970090690072
4.0,1.0042010247581201,0.37367882503199973,1.0062568153223905,0.3791622217259189
4.0,2.695572979245779,0.05882337639961528,2.6956829796146717,0.05937794054410257
5.0,0.03979025551656661,4.346632091053562,0.03457237655407286,4.544718701381923
5.0,0.2568613201876198,1.7963295235342647,0.24921146777399814,1.8575721422760787
5.0,0.5708360575931911,0.7234220649280456,0.5721394468096065,0.7393705885344647
5.0,1.0575952278426564,0.23985156047007838,1.060877997950432,0.2427607595481732
5.0,2.7574470376358247,0.0396211201796545,2.7582305698303586,0.03991778033642199
10.0,0.0008717645214475326,9.702176734377412,6.95487887221275e-5,100.12353891627775
10.0,0.015080727966984266,4.969400523680161,0.014321523741340514,0.914044134463505
10.0,0.06941739677678456,2.875723400622491,0.027508634447019197,1.0154655792010558
10.0,0.15707759332258647,1.7259389644878929,0.06792555608734224,3.6920565878024645
10.0,0.2509883599133917,1.036222165063495,0.12360229163690623,0.016753736651492837
10.0,0.35095236742734653,0.6073833286749858,0.30843732280657304,1.501217021414841
10.0,0.48135845872435756,0.33621625892599233,0.5778708740011458,0.585018039727459
10.0,0.6975744146773449,0.16541932498472905,0.8917322329250318,0.2199344810198333
10.0,1.1694669394532027,0.06294143030889383,1.6181533621673774,0.05987831924246647
10.0,2.9249514085867876,0.011278603324262525,5.5033782071243325,0.003611095838848733
15.0,3.5523834466867484e-5,16.196221365391494,0.0060829094278703555,0.028409280660001018
15.0,0.0009754755535297433,8.80894007906525,0.008883377065023386,0.018673045373148272
15.0,0.007652193990939774,5.475091260064766,0.02422058875452194,0.0008923301274671492
15.0,0.028794616808318768,3.629368590111214,0.062146612594245594,3.879215174038274
15.0,0.0662910605240157,2.4859795819827144,0.11986335249456757,0.6571878135298171
15.0,0.11158859954692549,1.7281479969156692,0.22157201716598923,0.6755069764106496
15.0,0.15719312462266338,1.2060634209359016,0.338933133867772,1.4812234043862267
15.0,0.202476039246247,0.8377506850755873,0.4154541508640013,0.11593159269891043
15.0,0.2514483898466792,0.5736313144441105,0.5262082599854522,0.3925740346550849
15.0,0.3110393332240557,0.38227341445974466,0.6429971350810436,0.16465855889290165
15.0,0.39248216210936104,0.24332139264796296,1.0172325588093865,0.04608179434097487
15.0,0.5173699762780114,0.14344579035166427,1.5087479277995264,0.016278422469414654
15.0,0.7375168108051923,0.07389904503256488,2.2210227139821708,1.816671068526342e-8
15.0,1.222324806310078,0.02902021797663528,8.865310838141664,0.0005049870139229735
15.0,3.007200920758674,0.0053087943206526446,15.491675916446466,0.00011834715631636679
20.0,2.3473127044452165e-6,23.707577774895285,8.780852806152878e-7,31.389026238452395
20.0,8.359249879389849e-5,13.337702758051426,1.310399155812664e-6,1.3343527402095654e10
20.0,0.000876538954505371,8.555081537774415,4.105828711499285e-5,0.09087716473102786
20.0,0.00458738952299577,5.8755632966758204,0.0005484055687305338,25.880147324302563
20.0,0.014842645435359545,4.207550495182373,0.0010778116634801475,16.84428576620702
20.0,0.03361796122272632,3.0928462142498754,0.023966865654089845,0.7528717935660124
20.0,0.05876610345789148,2.309585635799567,0.04448698336963736,0.04039664545303661
20.0,0.08620294064057774,1.7400110228221484,0.07060199038580464,0.10486897865545035
20.0,0.11330488113407536,1.3160565789447456,0.07450104814130037,0.8610331271726872
20.0,0.13970937594415375,0.9951307686316516,0.08538712270128504,0.12577080956766706
20.0,0.16652482376706645,0.749025234195302,0.11620463021604872,0.12164604024215288
20.0,0.1956557636352564,0.5584179799659894,0.15313054789692074,0.1965774887498016
20.0,0.22968349575387123,0.4098056981248712,0.20950699340803877,0.00034187148250163814
20.0,0.2722614446678708,0.29362264199115123,0.21679643789406702,2.411188965477622
20.0,0.3291603373514983,0.20302632349864375,0.3033229316305008,0.004700461531925031
20.0,0.41068741020635535,0.13309421963657558,0.3745189227013814,0.2458590055153623
20.0,0.5379698221149162,0.08028579125004684,0.5130795628275172,0.19740266972917284
20.0,0.7629290841925044,0.042079856922954725,0.5982589431359382,0.7393681060870728
20.0,1.256187641662634,0.016729143607932134,1.1327775576642294,0.039762207114800954
20.0,3.0589532786274316,0.003087589967724583,1.5807676832207835,0.021786578599370738
30.0,2.684479549947307e-8,41.4475108859704,0.00014488689708168435,1.8512830003381861e-9
30.0,1.307879238597572e-6,24.26673027125781,0.00035442855961168333,141.8610659191535
30.0,1.8824830473366025e-5,16.100834845429567,0.000728505850031836,1.0784363478515897
30.0,0.00013829905646379784,11.421887477706031,0.0021182677213354823,0.13393998820555994
30.0,0.0006493359382005201,8.463001401213361,0.003292744311846068,0.5826826782640052
30.0,0.002192474128760303,6.46675085222515,0.005819234820713872,0.16674575147223625
30.0,0.0057119619925557995,5.054599179060132,0.010257823420698593,0.9660823904198041
30.0,0.012044956118942017,4.017973554000474,0.01422579998651334,0.31103669964778985
30.0,0.021364323714668218,3.2340306635137273,0.02110254181749978,0.2240388960948113
30.0,0.033008663176062804,2.6268634405204243,0.027630322037637833,0.0093276003483174
30.0,0.045884447801248396,2.147667819760824,0.033185460380060545,0.13616695588040084
30.0,0.059026894111746886,1.763830234137832,0.05770810904177442,0.0024091094728035684
30.0,0.07189294131780107,1.4527140070551139,0.06185114895494613,0.04900957262078434
30.0,0.08435433789380829,1.1980739492775696,0.062370339308325425,0.17364141658414575
30.0,0.09656761242150545,0.987942609212418,0.06742105913053602,0.49098462075429933
30.0,0.10885455429316372,0.8133319732426533,0.06816970592889142,0.0028471986372906534
30.0,0.12163516349209043,0.6673943743817281,0.08845105576488263,0.10337067682553822
30.0,0.13540935268387558,0.5448544755672311,0.12111915844760036,0.49687855532260594
30.0,0.15077594705116598,0.4416111482085491,0.15581870317122293,0.8367413013233334
30.0,0.1684846614907563,0.3544516982081284,0.16068590855190912,0.1620502046099947
30.0,0.18952854764073807,0.2808433811614976,0.17613101714606685,2.6419021208848186
30.0,0.2153014806278946,0.2187795338725107,0.2153324897357937,0.4001861214657084
30.0,0.24787650972179517,0.16666501750725998,0.2788965462769328,0.05004353384443585
30.0,0.290530344690913,0.12323034884059224,0.3015496930449408,0.0009217687432589213
30.0,0.3488156911612159,0.08746701079847664,0.32605598390109397,0.9724122865698793
30.0,0.43299351015833654,0.05857856523120615,0.327402374291738,0.0022535135342658546
30.0,0.5643718642199482,0.03594366432545693,0.3614014631600337,0.08809470755335518
30.0,0.7954834033703417,0.019088038679177723,0.4036231455145401,0.06665535890931498
30.0,1.298790394308532,0.007662957661714291,0.518306205260887,0.22769471230622151
30.0,3.12331794943773,0.001425492523154859,2.493468579061346,0.014481966556834827
40.0,7.063074022498443e-10,62.46213845445224,1.171693870914837e-7,0.016828773357378476
40.0,4.2043768081017856e-8,37.460193224050286,3.046121965323851e-6,70.19939599535483
40.0,7.32138125011392e-7,25.34077143534007,0.00018228543620577335,16.874982151410144
40.0,6.495182308164122e-6,18.289712285061263,0.0008039002156063806,0.15485768523894583
40.0,3.695256808237926e-5,13.774826944008742,0.002113176456230649,0.029878552497834717
40.0,0.000152517082727678,10.697655545415568,0.0022118551368895713,0.7873455766727644
40.0,0.0004920910128329733,8.503528418539668,0.002407348779931767,0.15444217427659582
40.0,0.0013028134287413446,6.883672383286816,0.005395289599305163,0.4022590483184188
40.0,0.002925837618257559,5.653828556903889,0.005832212962300288,11.726225387506409
40.0,0.005710954985841929,4.698128118662301,0.005995787821195592,0.11782401833271663
40.0,0.00988034982840104,3.940698614392679,0.007583177840850433,0.15433411656653506
40.0,0.015418744246089685,3.3302551907734386,0.014940545110668984,0.19435049474164925
40.0,0.022068030518361887,2.8312214188207148,0.022124817213161656,0.026645153824917594
40.0,0.029429990408958252,2.418340494446325,0.025457256002829137,0.035559905023307296
40.0,0.03710483354261452,2.0732756919986968,0.026326268489320622,0.001188504962039979
40.0,0.04478973413577394,1.7824175328582157,0.02795985532801004,0.11848042005734734
40.0,0.05231228073099761,1.5354534998666785,0.03260296611407149,0.053116275238756644
40.0,0.059617118440280246,1.3244254134203275,0.03331052711807884,0.018483597729678756
40.0,0.06673451394622548,1.143097626462354,0.037229395132084876,0.4409353184378391
40.0,0.07375014059093024,0.9865231999398768,0.0618952897325781,0.211084384894761
40.0,0.08078368522938796,0.8507376884529559,0.06741298837325978,0.10071920042094179
40.0,0.08797696251233021,0.7325372003093521,0.07619290259416829,0.12811324790103965
40.0,0.0954897628583146,0.6293138635904225,0.09767570714341267,0.0608379407273595
40.0,0.1035015619922404,0.538931633889208,0.12288559121573968,0.2892662421232351
40.0,0.11221798988937133,0.45963123287133073,0.15616696784123446,0.4291267979985219
40.0,0.12188194831683362,0.3899565860809717,0.158896861978721,0.003701851932097546
40.0,0.13279036286128615,0.3286973979270508,0.20311321895886936,2.1996172961701967
40.0,0.14531893318674013,0.27484399899522277,0.23721367255173242,0.0352538333215079
40.0,0.15995932178104894,0.22755162510233456,0.2508064920032041,0.04478313083663669
40.0,0.1773768070071268,0.18611200949448298,0.27172686048835515,0.014598035562173758
40.0,0.1985031898792604,0.14993069037452206,0.2780866272078878,0.3718864660591015
40.0,0.22469340801723575,0.11850881813665924,0.30272270507635357,0.09201267343407103
40.0,0.25800385686080723,0.09142853073397114,0.35832577420065453,0.005854870867710119
40.0,0.30171947135645466,0.06834117850301367,0.3675793000773241,0.03723424105013044
40.0,0.36143403209823116,0.04895783971623598,0.39549261200114233,1.0238280528229426
40.0,0.44750216332705245,0.033041686664856906,0.43982963339424347,0.26624615135073265
40.0,0.5814279432947785,0.020401843291696725,0.4474725979811954,0.050797119450578236
40.0,0.8161857564707219,0.010888405985062365,0.5091886202654146,0.024722289233284084
40.0,1.3254577549962985,0.004388178006296303,0.7285934455118948,0.006354333380705123
40.0,3.1634698086768114,0.0008192626794976983,1.9932624977570481,3.850682114002418e-7
